source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,distance_pc
112071948909279872,48.370087811454425,25.207207603363397,27.252709989616832,1286.0073,12.467742,2.3276215,36.69359855885876
116534218069512704,45.0117260461368,27.437529161124026,24.850152304039,1306.693,13.082134,2.458025,40.24120205643431
117990177621007744,51.80925387706472,27.385490683825704,32.96413849844113,1598.409,10.894056,2.0354624,30.335996799894826
123492786641368704,48.79630817764949,31.493015625133257,17.66423708278649,589.4995,15.02512,2.7840223,56.611559011200306
123674343499036544,47.09312090360741,31.47814088062877,19.953264124353307,1076.6515,12.254299,2.0768108,50.117113358885604
124980421578269056,49.0973853961321,31.54310103699686,37.67413412969842,881.91327,14.773322,3.2954655,26.543410302606066
125609346525182208,50.24861482720622,33.21782580490486,25.878220187598025,913.98285,7.7843614,0.86082363,38.6425338663454
127115711814192896,40.80820075785658,27.767136198282994,18.353492775909324,1078.9362,13.070623,2.3382874,54.48554191889805
128141109486254720,39.062234217853145,28.92839910582008,32.61619920163389,632.5444,15.382012,3.4419794,30.659611618692395
129200553364168064,42.95680788206044,29.4862119085418,43.61511712093204,821.59296,13.075426,2.9325514,22.927830211421664
131025609522247296,35.815825959960335,29.22314391508301,31.92226331226433,1120.7161,14.266487,3.1405478,31.326099600707394
133359735268433024,39.197658920120695,32.07221802870924,51.265098460703626,779.01526,12.650045,,19.50644844204352
134723610725506816,40.530614789596896,34.0349829592105,23.990958779302048,111.670906,12.361942,2.314352,41.68236914577752
135739215871051008,46.75616092515469,32.292353989391486,27.000371205137167,1221.0964,13.168233,2.8388128,37.03652784631854
138899242360079616,45.72865961003174,36.08346317203201,31.19289166081617,99.12521,14.345978,2.9058657,32.05858600330338
141373182171871360,41.96337360558988,36.1928206205483,16.74087110304371,243.17023,16.597914,0.3219757,59.7340481176148
144663157183364864,67.40635910633415,21.668436922120613,23.43697635241612,1129.6769,13.008914,2.6243954,42.66761995930033
144663814316653824,67.45265620097047,21.734022390626603,23.856824604485848,1224.4049,12.713595,2.4760847,41.91672683094497
146677879098433152,69.71422712830996,23.14973232447624,23.03443158539416,1034.066,7.3807282,0.73090553,43.41327009927553
