source_id,abs_mag,bp_rp,spectral_type,distance_pc,estimated_mass,is_sun_like
4153046737429490560,17.163933283232232,2.324728,M,46.296349011078775,0.0573596736426879,False
4153605117549134592,16.53993050384445,2.3382874,M,58.55283118805082,0.06622271006287987,False
4153605358110476160,17.042510345611745,,M,49.58687400324269,0.058986002574221416,False
4154095774622841472,16.589861478533805,3.186224,M,44.95383055879776,0.06546570545096064,False
4154791250114009472,5.621090273094971,0.89071655,G,35.005633810874464,0.8182593427113805,False
4155202364362108544,,,M,23.91508417349361,,False
4155342655183938560,17.357462780303077,,M,37.341077354546826,0.05485973709134161,False
4155542388325105280,11.375587827786697,2.604539,M,60.83368637245595,0.21749096349662797,False
4155842589352604800,8.091021468760813,1.9446888,M,57.95684106562876,0.4633379289701107,False
4156047510864557440,16.07117766502145,2.2221527,M,57.17337989706198,0.07377041616904989,False
4156826961483782144,11.325426567289654,3.128418,M,37.77830656740954,0.22001755961308642,False
4157543258990275840,16.41787201127187,2.308609,M,48.44591889182102,0.06811030089138335,False
4158047591228795008,11.909835803090878,3.0729961,M,33.59694894372373,0.1923164438028112,False
4159302099621286784,16.81935781892295,3.5937862,M,59.01638942827369,0.062096084746770745,False
4159739327288818304,10.748334822928951,2.5034018,M,53.02616702033162,0.2512849726656628,False
4160994694699433856,17.033314472219026,2.3898392,M,50.63776227018104,0.05911103351882945,False
4161354372415347328,16.559715851384595,,M,53.72121540571075,0.0659217024845316,False
4161435049107421440,17.49055653898064,1.9787636,M,41.46036223904788,0.05320400751137443,False
4162236043322898176,15.907519574795112,1.7268085,M,57.59082302571534,0.07660339938919623,False
4162402756768934144,16.461304781282063,1.6353664,M,55.795380515157525,0.0674325404964813,False
4168843317906693376,15.855369869588205,1.918726,M,47.96093334214709,0.0775287912672092,False
4169232338868860160,15.204145832381341,4.9623575,M,18.4467063145263,0.09007108965757865,False
4169462136799175296,8.316172652701558,1.9670935,M,27.780641460303265,0.4399291450935978,False
4170045251620529408,11.470498968304275,2.8515625,M,42.71108522468628,0.21278945545195765,False
4171002758749928192,16.606994199704133,2.20055,M,54.93012155315749,0.06520795494092377,False
4173649141501849344,16.19187325979548,2.1215286,M,48.5895131987311,0.07174847489456264,False
4173976731543941632,10.22469647183394,2.7855492,M,32.98735586559942,0.2834851754193912,False
4175020855271859200,17.614090660226,2.3634548,M,42.09183583928368,0.051711952278506466,False
4175867818523447552,11.932626825946423,3.0437374,M,53.22999615606144,0.1913098439275501,False
4178219433377887104,16.494601894433888,1.7196178,M,50.51691502321261,0.06691751586436667,False
4179031285278464128,16.48424401788437,1.7784481,M,56.16743565101588,0.06707730388853264,False
4179178933368097280,16.983137998266045,1.5881786,K,48.8184965397781,0.05979793684534755,False
4189876803551739392,13.273871835131093,3.7168484,M,34.6722745542876,0.14047945590499664,False
4190008195191587840,10.719413216513194,2.781972,M,59.15901804217875,0.25296397577687185,False
4190374813602603392,3.08907721170253,0.5338378,F,27.458793918313248,1.4658592734381126,False
4196685769828638464,13.250243161808783,3.5701342,M,41.92340683687169,0.14124584587528632,False
4196691404826188032,9.351108891835842,2.3005466,M,57.0644218600885,0.3466483288166086,False
4200535400561439488,10.209431924836348,2.690692,M,48.10176530808749,0.2844833199072873,False
4200802165265133568,5.04396054003956,0.95552444,G,57.598701387886365,0.934553021617732,True
4201562344423558272,10.122226240127896,2.5930796,M,42.52249629462176,0.2902534402761828,False
4201944940117710336,16.74105401502443,1.7785397,M,38.00014003053256,0.06322583862183165,False
4203095853965489536,15.579351972805135,,M,60.22746798518991,0.08261612150148732,False
4203357159756915968,,,M,42.62227029813971,,False
4513094807949265920,16.466076911003395,2.1126556,M,59.64494161498837,0.06735848473250709,False
4513214723424417920,16.49718165869006,2.544098,M,43.45361060548104,0.06687777781558722,False
4513295262688988032,16.89715335142527,,M,58.06461218424485,0.060993655834509074,False
4513890235919326592,16.787634292472962,,M,54.614799233402906,0.06255133322949058,False
4513950399823766656,17.16764300548642,2.3334541,M,56.39988246110352,0.05731069820986325,False
4514500086906120832,12.084862222358081,3.2534122,M,52.22987128054318,0.18471993954100752,False
4514538775953146240,16.15801959346372,2.5608635,M,55.55657719772175,0.07230994657348128,False
4515410001484248192,14.323913907276772,3.1042871,M,44.661635062171314,0.11030840609273675,False
4515891518842058752,17.171104382214494,2.5667973,M,55.94773685597264,0.05726503912526215,False
4516105511319406080,14.314600298451502,3.910551,M,59.78584065855071,0.11054522046441037,False
4516195911769797376,16.62622001284711,,M,53.63755803373403,0.06491992339871795,False
4516635338480186240,16.473753393116688,2.027134,M,58.24720913864916,0.06723952869960358,False
4516701687128469504,16.40924583876334,2.545765,M,58.84040214419461,0.06824571939378962,False
4518577041636884864,10.493121470263684,2.5981388,M,30.154553757810422,0.2664942561628589,False
4520097700567861888,17.028806382482223,1.824749,M,51.939806040360246,0.05917242416687657,False
4520161644056695424,17.426119285219322,,M,46.95665402440419,0.053999292718130656,False
4520304202620264704,10.10720246262205,2.2794933,M,29.609065960854515,0.29125926802645763,False
4520974904687943680,16.913970767174852,1.5978603,K,56.28429706669584,0.060757923577266705,False
4522036998562792576,4.167245399588435,0.86523294,G,57.70479733535165,1.143603458379847,True
